year	week	away_team	home_team	away_score	home_score
1	6	27	29	-1	-1
1	6	31	18	-1	-1
1	7	3	2	-1	-1
1	7	4	10	-1	-1
1	7	5	15	-1	-1
1	7	9	8	-1	-1
1	7	12	20	-1	-1
1	7	13	22	-1	-1
1	7	18	7	-1	-1
1	7	19	26	-1	-1
1	7	24	31	-1	-1
1	7	25	21	-1	-1
1	7	28	1	-1	-1
1	7	29	17	-1	-1
1	7	30	23	-1	-1
1	8	1	0	-1	-1
1	8	2	6	-1	-1
1	8	9	3	-1	-1
1	8	11	10	-1	-1
1	8	14	23	-1	-1
1	8	15	13	-1	-1
1	8	16	27	-1	-1
1	8	17	5	-1	-1
1	8	18	25	-1	-1
1	8	19	4	-1	-1
1	8	21	12	-1	-1
1	8	22	24	-1	-1
1	8	26	20	-1	-1
1	8	29	28	-1	-1
1	8	31	30	-1	-1
1	9	0	14	-1	-1
1	9	2	29	-1	-1
1	9	3	13	-1	-1
1	9	4	16	-1	-1
1	9	6	18	-1	-1
1	9	7	17	-1	-1
1	9	10	9	-1	-1
1	9	12	1	-1	-1
1	9	15	21	-1	-1
1	9	20	22	-1	-1
1	9	24	11	-1	-1
1	9	26	5	-1	-1
1	9	27	8	-1	-1
1	9	28	30	-1	-1
1	10	0	3	-1	-1
1	10	5	7	-1	-1
1	10	8	1	-1	-1
1	10	10	2	-1	-1
1	10	14	13	-1	-1
1	10	18	4	-1	-1
1	10	21	22	-1	-1
1	10	23	26	-1	-1
1	10	25	11	-1	-1
1	10	27	6	-1	-1
1	10	28	16	-1	-1
1	10	29	20	-1	-1
1	10	30	15	-1	-1
1	10	31	19	-1	-1
1	11	1	3	-1	-1
1	11	2	28	-1	-1
1	11	8	24	-1	-1
1	11	9	7	-1	-1
1	11	11	6	-1	-1
1	11	12	15	-1	-1
1	11	13	0	-1	-1
1	11	16	5	-1	-1
1	11	17	31	-1	-1
1	11	19	29	-1	-1
1	11	20	23	-1	-1
1	11	22	14	-1	-1
1	11	25	10	-1	-1
1	11	26	27	-1	-1
1	11	30	18	-1	-1
1	12	0	30	-1	-1
1	12	3	12	-1	-1
1	12	6	4	-1	-1
1	12	7	16	-1	-1
1	12	10	8	-1	-1
1	12	11	9	-1	-1
1	12	15	2	-1	-1
1	12	18	17	-1	-1
1	12	21	26	-1	-1
1	12	23	19	-1	-1
1	12	24	25	-1	-1
1	12	27	22	-1	-1
1	12	28	14	-1	-1
1	12	29	1	-1	-1
1	12	31	13	-1	-1
1	13	2	0	-1	-1
1	13	4	5	-1	-1
1	13	6	9	-1	-1
1	13	8	11	-1	-1
1	13	13	12	-1	-1
1	13	14	21	-1	-1
1	13	16	30	-1	-1
1	13	17	1	-1	-1
1	13	18	3	-1	-1
1	13	19	7	-1	-1
1	13	20	24	-1	-1
1	13	22	23	-1	-1
1	13	27	25	-1	-1
1	13	31	28	-1	-1
1	14	0	31	-1	-1
1	14	7	5	-1	-1
1	14	8	10	-1	-1
1	14	11	27	-1	-1
1	14	14	15	-1	-1
1	14	16	19	-1	-1
1	14	17	6	-1	-1
1	14	21	20	-1	-1
1	14	22	9	-1	-1
1	14	23	12	-1	-1
1	14	24	26	-1	-1
1	14	25	4	-1	-1
1	14	28	29	-1	-1
1	14	30	3	-1	-1
1	15	2	13	-1	-1
1	15	3	1	-1	-1
1	15	5	6	-1	-1
1	15	7	10	-1	-1
1	15	9	4	-1	-1
1	15	12	14	-1	-1
1	15	15	11	-1	-1
1	15	16	17	-1	-1
1	15	19	18	-1	-1
1	15	20	25	-1	-1
1	15	23	21	-1	-1
1	15	26	8	-1	-1
1	15	27	24	-1	-1
1	15	28	22	-1	-1
1	15	29	0	-1	-1
1	15	30	31	-1	-1
1	16	0	2	-1	-1
1	16	1	30	-1	-1
1	16	4	7	-1	-1
1	16	6	12	-1	-1
1	16	8	9	-1	-1
1	16	10	26	-1	-1
1	16	11	5	-1	-1
1	16	13	20	-1	-1
1	16	14	3	-1	-1
1	16	17	18	-1	-1
1	16	19	16	-1	-1
1	16	21	27	-1	-1
1	16	22	15	-1	-1
1	16	24	23	-1	-1
1	16	25	28	-1	-1
1	16	31	29	-1	-1
1	17	1	15	-1	-1
1	17	4	6	-1	-1
1	17	5	9	-1	-1
1	17	7	13	-1	-1
1	17	10	11	-1	-1
1	17	12	22	-1	-1
1	17	14	2	-1	-1
1	17	17	24	-1	-1
1	17	18	19	-1	-1
1	17	20	16	-1	-1
1	17	21	8	-1	-1
1	17	25	23	-1	-1
1	17	27	26	-1	-1
1	17	28	0	-1	-1
1	17	29	30	-1	-1
1	17	31	3	-1	-1
1	18	2	1	-1	-1
1	18	3	0	-1	-1
1	18	5	4	-1	-1
1	18	6	7	-1	-1
1	18	9	10	-1	-1
1	18	11	8	-1	-1
1	18	13	14	-1	-1
1	18	15	12	-1	-1
1	18	16	18	-1	-1
1	18	19	17	-1	-1
1	18	22	21	-1	-1
1	18	23	20	-1	-1
1	18	24	27	-1	-1
1	18	26	25	-1	-1
1	18	29	31	-1	-1
1	18	30	28	-1	-1
2	1	0	11	-1	-1
2	1	2	1	-1	-1
2	1	4	6	-1	-1
2	1	5	19	-1	-1
2	1	7	16	-1	-1
2	1	9	23	-1	-1
2	1	13	10	-1	-1
2	1	15	8	-1	-1
2	1	17	20	-1	-1
2	1	21	18	-1	-1
2	1	25	12	-1	-1
2	1	27	14	-1	-1
2	1	28	26	-1	-1
2	1	29	3	-1	-1
2	1	30	22	-1	-1
2	1	31	24	-1	-1
2	2	1	0	-1	-1
2	2	3	2	-1	-1
2	2	5	17	-1	-1
2	2	6	12	-1	-1
2	2	8	13	-1	-1
2	2	10	4	-1	-1
2	2	11	15	-1	-1
2	2	14	24	-1	-1
2	2	16	23	-1	-1
2	2	19	7	-1	-1
2	2	20	9	-1	-1
2	2	22	21	-1	-1
2	2	26	18	-1	-1
2	2	27	25	-1	-1
2	2	29	30	-1	-1
2	2	31	28	-1	-1
2	3	0	27	-1	-1
2	3	2	30	-1	-1
2	3	4	29	-1	-1
2	3	6	16	-1	-1
2	3	7	5	-1	-1
2	3	10	20	-1	-1
2	3	11	9	-1	-1
2	3	12	3	-1	-1
2	3	13	14	-1	-1
2	3	15	1	-1	-1
2	3	17	31	-1	-1
2	3	18	22	-1	-1
2	3	21	8	-1	-1
2	3	23	19	-1	-1
2	3	24	26	-1	-1
2	3	25	28	-1	-1
2	4	0	4	-1	-1
2	4	1	5	-1	-1
2	4	2	31	-1	-1
2	4	3	7	-1	-1
2	4	9	6	-1	-1
2	4	12	8	-1	-1
2	4	14	15	-1	-1
2	4	17	16	-1	-1
2	4	18	19	-1	-1
2	4	20	21	-1	-1
2	4	22	11	-1	-1
2	4	23	10	-1	-1
2	4	24	29	-1	-1
2	4	26	13	-1	-1
2	4	28	27	-1	-1
2	4	30	25	-1	-1
2	5	4	2	-1	-1
2	5	6	7	-1	-1
2	5	8	5	-1	-1
2	5	9	22	-1	-1
2	5	11	12	-1	-1
2	5	13	0	-1	-1
2	5	14	10	-1	-1
2	5	15	20	-1	-1
2	5	16	18	-1	-1
2	5	19	17	-1	-1
2	5	23	21	-1	-1
2	5	24	25	-1	-1
2	5	27	30	-1	-1
2	5	28	3	-1	-1
2	5	29	26	-1	-1
2	5	31	1	-1	-1
2	6	2	24	-1	-1
2	6	5	4	-1	-1
2	6	6	1	-1	-1
2	6	7	0	-1	-1
2	6	8	14	-1	-1
2	6	10	16	-1	-1
2	6	11	19	-1	-1
2	6	12	15	-1	-1
2	6	20	22	-1	-1
2	6	21	9	-1	-1
2	6	25	17	-1	-1
2	6	26	31	-1	-1
2	6	27	13	-1	-1
2	6	29	23	-1	-1
2	7	1	28	-1	-1
2	7	2	3	-1	-1
2	7	7	13	-1	-1
2	7	8	9	-1	-1
2	7	10	12	-1	-1
2	7	15	26	-1	-1
2	7	16	4	-1	-1
2	7	17	21	-1	-1
2	7	18	5	-1	-1
2	7	19	30	-1	-1
2	7	22	27	-1	-1
2	7	25	29	-1	-1
2	7	31	20	-1	-1
2	8	0	1	-1	-1
2	8	3	9	-1	-1
2	8	4	17	-1	-1
2	8	5	7	-1	-1
2	8	10	11	-1	-1
2	8	12	27	-1	-1
2	8	13	25	-1	-1
2	8	14	2	-1	-1
2	8	16	22	-1	-1
2	8	19	6	-1	-1
2	8	20	18	-1	-1
2	8	21	26	-1	-1
2	8	23	24	-1	-1
2	8	28	29	-1	-1
2	8	30	31	-1	-1
2	9	1	4	-1	-1
2	9	5	3	-1	-1
2	9	6	0	-1	-1
2	9	8	23	-1	-1
2	9	9	10	-1	-1
2	9	11	20	-1	-1
2	9	13	22	-1	-1
2	9	17	7	-1	-1
2	9	18	16	-1	-1
2	9	24	12	-1	-1
2	9	25	15	-1	-1
2	9	26	14	-1	-1
2	9	29	2	-1	-1
2	9	30	28	-1	-1
2	10	1	8	-1	-1
2	10	2	10	-1	-1
2	10	3	0	-1	-1
2	10	5	6	-1	-1
2	10	7	30	-1	-1
2	10	11	21	-1	-1
2	10	12	26	-1	-1
2	10	14	23	-1	-1
2	10	15	13	-1	-1
2	10	16	29	-1	-1
2	10	18	17	-1	-1
2	10	22	19	-1	-1
2	10	24	28	-1	-1
2	10	27	31	-1	-1
2	11	0	5	-1	-1
2	11	3	1	-1	-1
2	11	6	18	-1	-1
2	11	7	4	-1	-1
2	11	10	21	-1	-1
2	11	13	24	-1	-1
2	11	14	11	-1	-1
2	11	15	9	-1	-1
2	11	19	16	-1	-1
2	11	20	8	-1	-1
2	11	23	22	-1	-1
2	11	26	30	-1	-1
2	11	28	2	-1	-1
2	11	29	27	-1	-1
2	11	31	25	-1	-1
2	12	1	29	-1	-1
2	12	2	7	-1	-1
2	12	4	3	-1	-1
2	12	5	31	-1	-1
2	12	6	28	-1	-1
2	12	8	10	-1	-1
2	12	9	11	-1	-1
2	12	12	14	-1	-1
2	12	18	23	-1	-1
2	12	21	20	-1	-1
2	12	22	17	-1	-1
2	12	24	15	-1	-1
2	12	25	26	-1	-1
2	12	27	19	-1	-1
2	12	30	0	-1	-1
2	13	0	2	-1	-1
2	13	1	25	-1	-1
2	13	3	26	-1	-1
2	13	4	5	-1	-1
2	13	9	14	-1	-1
2	13	11	8	-1	-1
2	13	13	12	-1	-1
2	13	15	27	-1	-1
2	13	17	6	-1	-1
2	13	19	18	-1	-1
2	13	20	16	-1	-1
2	13	21	23	-1	-1
2	13	28	31	-1	-1
2	13	30	24	-1	-1
2	14	3	30	-1	-1
2	14	4	19	-1	-1
2	14	7	6	-1	-1
2	14	9	18	-1	-1
2	14	10	8	-1	-1
2	14	12	21	-1	-1
2	14	13	15	-1	-1
2	14	14	25	-1	-1
2	14	16	17	-1	-1
2	14	22	20	-1	-1
2	14	23	11	-1	-1
2	14	27	24	-1	-1
2	14	29	28	-1	-1
2	14	31	0	-1	-1
2	15	0	29	-1	-1
2	15	1	3	-1	-1
2	15	5	2	-1	-1
2	15	6	4	-1	-1
2	15	8	22	-1	-1
2	15	10	15	-1	-1
2	15	11	7	-1	-1
2	15	12	9	-1	-1
2	15	14	13	-1	-1
2	15	17	19	-1	-1
2	15	18	28	-1	-1
2	15	20	23	-1	-1
2	15	21	16	-1	-1
2	15	25	24	-1	-1
2	15	26	27	-1	-1
2	15	31	30	-1	-1
2	16	2	0	-1	-1
2	16	3	6	-1	-1
2	16	4	14	-1	-1
2	16	7	18	-1	-1
2	16	9	8	-1	-1
2	16	13	11	-1	-1
2	16	15	12	-1	-1
2	16	16	5	-1	-1
2	16	19	20	-1	-1
2	16	22	10	-1	-1
2	16	23	17	-1	-1
2	16	24	27	-1	-1
2	16	26	25	-1	-1
2	16	28	21	-1	-1
2	16	29	31	-1	-1
2	16	30	1	-1	-1
2	17	0	28	-1	-1
2	17	2	6	-1	-1
2	17	3	31	-1	-1
2	17	5	15	-1	-1
2	17	7	1	-1	-1
2	17	8	17	-1	-1
2	17	9	13	-1	-1
2	17	11	10	-1	-1
2	17	14	12	-1	-1
2	17	18	4	-1	-1
2	17	19	21	-1	-1
2	17	20	25	-1	-1
2	17	22	23	-1	-1
2	17	24	16	-1	-1
2	17	27	26	-1	-1
2	17	30	29	-1	-1
2	18	0	3	-1	-1
2	18	1	2	-1	-1
2	18	4	7	-1	-1
2	18	6	5	-1	-1
2	18	8	11	-1	-1
2	18	10	9	-1	-1
2	18	12	13	-1	-1
2	18	15	14	-1	-1
2	18	16	19	-1	-1
2	18	17	18	-1	-1
2	18	21	22	-1	-1
2	18	23	20	-1	-1
2	18	25	27	-1	-1
2	18	26	24	-1	-1
2	18	28	30	-1	-1
2	18	31	29	-1	-1
3	1	0	26	-1	-1
3	1	2	3	-1	-1
3	1	4	1	-1	-1
3	1	5	8	-1	-1
3	1	7	10	-1	-1
3	1	9	30	-1	-1
3	1	11	28	-1	-1
3	1	15	13	-1	-1
3	1	16	14	-1	-1
3	1	17	12	-1	-1
3	1	19	22	-1	-1
3	1	20	6	-1	-1
3	1	21	18	-1	-1
3	1	23	27	-1	-1
3	1	29	24	-1	-1
3	1	31	25	-1	-1
3	2	1	2	-1	-1
3	2	3	0	-1	-1
3	2	6	21	-1	-1
3	2	8	4	-1	-1
3	2	9	15	-1	-1
3	2	10	5	-1	-1
3	2	12	16	-1	-1
3	2	13	7	-1	-1
3	2	18	14	-1	-1
3	2	19	31	-1	-1
3	2	20	17	-1	-1
3	2	22	23	-1	-1
3	2	25	24	-1	-1
3	2	27	26	-1	-1
3	2	29	11	-1	-1
3	2	30	28	-1	-1
3	3	0	9	-1	-1
3	3	2	8	-1	-1
3	3	5	22	-1	-1
3	3	6	4	-1	-1
3	3	11	10	-1	-1
3	3	14	12	-1	-1
3	3	16	20	-1	-1
3	3	17	15	-1	-1
3	3	21	7	-1	-1
3	3	23	19	-1	-1
3	3	24	18	-1	-1
3	3	25	30	-1	-1
3	3	26	13	-1	-1
3	3	27	3	-1	-1
3	3	28	1	-1	-1
3	3	31	29	-1	-1
3	4	4	23	-1	-1
3	4	5	9	-1	-1
3	4	7	20	-1	-1
3	4	8	11	-1	-1
3	4	10	31	-1	-1
3	4	12	0	-1	-1
3	4	13	1	-1	-1
3	4	14	2	-1	-1
3	4	15	6	-1	-1
3	4	16	19	-1	-1
3	4	17	18	-1	-1
3	4	22	21	-1	-1
3	4	24	3	-1	-1
3	4	26	29	-1	-1
3	4	28	25	-1	-1
3	4	30	27	-1	-1
3	5	0	25	-1	-1
3	5	1	10	-1	-1
3	5	2	24	-1	-1
3	5	3	13	-1	-1
3	5	7	11	-1	-1
3	5	9	4	-1	-1
3	5	12	15	-1	-1
3	5	14	5	-1	-1
3	5	18	16	-1	-1
3	5	19	17	-1	-1
3	5	21	8	-1	-1
3	5	22	20	-1	-1
3	5	23	6	-1	-1
3	5	27	28	-1	-1
3	5	30	29	-1	-1
3	5	31	26	-1	-1
3	6	1	12	-1	-1
3	6	2	15	-1	-1
3	6	6	22	-1	-1
3	6	8	9	-1	-1
3	6	10	28	-1	-1
3	6	11	5	-1	-1
3	6	13	14	-1	-1
3	6	16	4	-1	-1
3	6	17	7	-1	-1
3	6	18	30	-1	-1
3	6	20	26	-1	-1
3	6	23	21	-1	-1
3	6	24	31	-1	-1
3	6	29	3	-1	-1
3	7	0	3	-1	-1
3	7	6	5	-1	-1
3	7	9	7	-1	-1
3	7	10	12	-1	-1
3	7	13	17	-1	-1
3	7	14	19	-1	-1
3	7	21	24	-1	-1
3	7	22	18	-1	-1
3	7	25	2	-1	-1
3	7	26	30	-1	-1
3	7	27	16	-1	-1
3	7	28	23	-1	-1
3	7	31	8	-1	-1
3	8	2	1	-1	-1
3	8	3	11	-1	-1
3	8	4	7	-1	-1
3	8	6	0	-1	-1
3	8	12	14	-1	-1
3	8	15	16	-1	-1
3	8	18	13	-1	-1
3	8	19	21	-1	-1
3	8	23	17	-1	-1
3	8	24	27	-1	-1
3	8	26	25	-1	-1
3	8	28	9	-1	-1
3	8	29	20	-1	-1
3	8	30	10	-1	-1
3	8	31	22	-1	-1
3	9	0	14	-1	-1
3	9	1	15	-1	-1
3	9	3	26	-1	-1
3	9	7	6	-1	-1
3	9	8	30	-1	-1
3	9	9	29	-1	-1
3	9	11	31	-1	-1
3	9	12	18	-1	-1
3	9	13	2	-1	-1
3	9	17	19	-1	-1
3	9	20	5	-1	-1
3	9	21	4	-1	-1
3	9	23	10	-1	-1
3	9	25	27	-1	-1
3	10	1	0	-1	-1
3	10	5	2	-1	-1
3	10	7	3	-1	-1
3	10	10	8	-1	-1
3	10	15	14	-1	-1
3	10	16	23	-1	-1
3	10	18	19	-1	-1
3	10	20	11	-1	-1
3	10	22	4	-1	-1
3	10	24	28	-1	-1
3	10	25	29	-1	-1
3	10	26	17	-1	-1
3	10	27	12	-1	-1
3	10	31	9	-1	-1
3	11	2	0	-1	-1
3	11	3	25	-1	-1
3	11	4	11	-1	-1
3	11	5	21	-1	-1
3	11	6	8	-1	-1
3	11	13	12	-1	-1
3	11	14	1	-1	-1
3	11	17	16	-1	-1
3	11	19	15	-1	-1
3	11	22	7	-1	-1
3	11	23	20	-1	-1
3	11	27	31	-1	-1
3	11	28	26	-1	-1
3	11	29	10	-1	-1
3	11	30	24	-1	-1
3	12	0	13	-1	-1
3	12	1	27	-1	-1
3	12	4	6	-1	-1
3	12	7	5	-1	-1
3	12	8	29	-1	-1
3	12	11	9	-1	-1
3	12	12	3	-1	-1
3	12	16	28	-1	-1
3	12	18	23	-1	-1
3	12	20	19	-1	-1
3	12	21	22	-1	-1
3	12	24	14	-1	-1
3	12	25	15	-1	-1
3	12	26	2	-1	-1
3	12	31	30	-1	-1
3	13	3	1	-1	-1
3	13	5	4	-1	-1
3	13	9	10	-1	-1
3	13	11	6	-1	-1
3	13	14	13	-1	-1
3	13	15	18	-1	-1
3	13	17	21	-1	-1
3	13	19	16	-1	-1
3	13	20	22	-1	-1
3	13	24	25	-1	-1
3	13	28	8	-1	-1
3	13	29	27	-1	-1
3	13	30	2	-1	-1
3	13	31	0	-1	-1
3	14	1	24	-1	-1
3	14	4	20	-1	-1
3	14	5	7	-1	-1
3	14	8	10	-1	-1
3	14	15	12	-1	-1
3	14	16	13	-1	-1
3	14	18	17	-1	-1
3	14	19	6	-1	-1
3	14	21	23	-1	-1
3	14	22	9	-1	-1
3	14	25	26	-1	-1
3	14	27	0	-1	-1
3	14	29	28	-1	-1
3	14	30	11	-1	-1
3	15	0	2	-1	-1
3	15	3	14	-1	-1
3	15	6	9	-1	-1
3	15	8	7	-1	-1
3	15	10	11	-1	-1
3	15	12	4	-1	-1
3	15	13	15	-1	-1
3	15	16	18	-1	-1
3	15	17	22	-1	-1
3	15	20	21	-1	-1
3	15	23	5	-1	-1
3	15	25	19	-1	-1
3	15	26	1	-1	-1
3	15	27	24	-1	-1
3	15	28	31	-1	-1
3	15	29	30	-1	-1
3	16	1	3	-1	-1
3	16	2	27	-1	-1
3	16	4	10	-1	-1
3	16	5	6	-1	-1
3	16	7	23	-1	-1
3	16	9	8	-1	-1
3	16	11	13	-1	-1
3	16	14	17	-1	-1
3	16	15	0	-1	-1
3	16	18	20	-1	-1
3	16	19	12	-1	-1
3	16	21	16	-1	-1
3	16	22	25	-1	-1
3	16	24	26	-1	-1
3	16	28	29	-1	-1
3	16	30	31	-1	-1
3	17	2	12	-1	-1
3	17	7	4	-1	-1
3	17	8	14	-1	-1
3	17	9	11	-1	-1
3	17	10	6	-1	-1
3	17	13	19	-1	-1
3	17	15	3	-1	-1
3	17	17	29	-1	-1
3	17	18	5	-1	-1
3	17	20	23	-1	-1
3	17	22	16	-1	-1
3	17	24	0	-1	-1
3	17	25	1	-1	-1
3	17	26	27	-1	-1
3	17	30	21	-1	-1
3	17	31	28	-1	-1
3	18	0	1	-1	-1
3	18	3	2	-1	-1
3	18	4	5	-1	-1
3	18	6	7	-1	-1
3	18	10	9	-1	-1
3	18	11	8	-1	-1
3	18	12	13	-1	-1
3	18	14	15	-1	-1
3	18	16	17	-1	-1
3	18	19	18	-1	-1
3	18	21	20	-1	-1
3	18	23	22	-1	-1
3	18	26	24	-1	-1
3	18	27	25	-1	-1
3	18	28	30	-1	-1
3	18	29	31	-1	-1
4	1	0	3	-1	-1
4	1	2	9	-1	-1
4	1	5	10	-1	-1
4	1	7	8	-1	-1
4	1	11	29	-1	-1
4	1	13	18	-1	-1
4	1	14	12	-1	-1
4	1	15	17	-1	-1
4	1	19	30	-1	-1
4	1	21	4	-1	-1
4	1	23	6	-1	-1
4	1	24	28	-1	-1
4	1	25	22	-1	-1
4	1	26	20	-1	-1
4	1	27	1	-1	-1
4	1	31	16	-1	-1
4	2	1	0	-1	-1
4	2	3	2	-1	-1
4	2	4	22	-1	-1
4	2	8	14	-1	-1
4	2	9	5	-1	-1
4	2	10	7	-1	-1
4	2	12	6	-1	-1
4	2	15	19	-1	-1
4	2	17	13	-1	-1
4	2	18	29	-1	-1
4	2	20	16	-1	-1
4	2	21	23	-1	-1
4	2	25	26	-1	-1
4	2	27	24	-1	-1
4	2	28	31	-1	-1
4	2	30	11	-1	-1
4	3	0	24	-1	-1
4	3	2	21	-1	-1
4	3	5	3	-1	-1
4	3	6	1	-1	-1
4	3	7	4	-1	-1
4	3	8	30	-1	-1
4	3	9	11	-1	-1
4	3	12	18	-1	-1
4	3	13	15	-1	-1
4	3	14	27	-1	-1
4	3	16	28	-1	-1
4	3	19	25	-1	-1
4	3	22	20	-1	-1
4	3	23	26	-1	-1
4	3	29	17	-1	-1
4	3	31	10	-1	-1
4	4	0	25	-1	-1
4	4	1	13	-1	-1
4	4	2	14	-1	-1
4	4	3	15	-1	-1
4	4	4	5	-1	-1
4	4	6	10	-1	-1
4	4	11	12	-1	-1
4	4	16	17	-1	-1
4	4	19	18	-1	-1
4	4	20	7	-1	-1
4	4	22	27	-1	-1
4	4	24	23	-1	-1
4	4	26	21	-1	-1
4	4	28	9	-1	-1
4	4	29	8	-1	-1
4	4	30	31	-1	-1
4	5	4	8	-1	-1
4	5	5	30	-1	-1
4	5	7	2	-1	-1
4	5	9	6	-1	-1
4	5	10	15	-1	-1
4	5	11	28	-1	-1
4	5	12	13	-1	-1
4	5	14	0	-1	-1
4	5	17	19	-1	-1
4	5	18	16	-1	-1
4	5	21	24	-1	-1
4	5	22	23	-1	-1
4	5	25	3	-1	-1
4	5	26	1	-1	-1
4	5	27	20	-1	-1
4	5	29	31	-1	-1
4	6	0	22	-1	-1
4	6	6	5	-1	-1
4	6	8	18	-1	-1
4	6	9	17	-1	-1
4	6	10	4	-1	-1
4	6	12	3	-1	-1
4	6	13	2	-1	-1
4	6	15	14	-1	-1
4	6	20	25	-1	-1
4	6	21	7	-1	-1
4	6	23	19	-1	-1
4	6	27	29	-1	-1
4	6	30	28	-1	-1
4	6	31	11	-1	-1
4	7	0	1	-1	-1
4	7	3	26	-1	-1
4	7	5	20	-1	-1
4	7	8	6	-1	-1
4	7	10	11	-1	-1
4	7	13	7	-1	-1
4	7	16	15	-1	-1
4	7	17	24	-1	-1
4	7	18	14	-1	-1
4	7	19	31	-1	-1
4	7	23	27	-1	-1
4	7	25	30	-1	-1
4	7	28	21	-1	-1
4	8	1	11	-1	-1
4	8	2	3	-1	-1
4	8	4	0	-1	-1
4	8	6	21	-1	-1
4	8	7	23	-1	-1
4	8	8	9	-1	-1
4	8	14	19	-1	-1
4	8	15	13	-1	-1
4	8	17	12	-1	-1
4	8	18	28	-1	-1
4	8	24	25	-1	-1
4	8	26	27	-1	-1
4	8	29	22	-1	-1
4	8	30	16	-1	-1
4	8	31	20	-1	-1
4	9	3	14	-1	-1
4	9	7	28	-1	-1
4	9	9	30	-1	-1
4	9	10	29	-1	-1
4	9	11	8	-1	-1
4	9	12	2	-1	-1
4	9	15	1	-1	-1
4	9	16	18	-1	-1
4	9	19	13	-1	-1
4	9	20	4	-1	-1
4	9	22	6	-1	-1
4	9	23	5	-1	-1
4	9	24	26	-1	-1
4	9	27	0	-1	-1
4	10	0	8	-1	-1
4	10	1	2	-1	-1
4	10	3	10	-1	-1
4	10	4	29	-1	-1
4	10	5	7	-1	-1
4	10	6	20	-1	-1
4	10	9	31	-1	-1
4	10	13	24	-1	-1
4	10	15	12	-1	-1
4	10	16	19	-1	-1
4	10	18	27	-1	-1
4	10	21	25	-1	-1
4	10	22	26	-1	-1
4	10	28	17	-1	-1
4	11	1	3	-1	-1
4	11	2	15	-1	-1
4	11	4	9	-1	-1
4	11	5	11	-1	-1
4	11	7	22	-1	-1
4	11	8	31	-1	-1
4	11	12	16	-1	-1
4	11	13	14	-1	-1
4	11	17	18	-1	-1
4	11	20	24	-1	-1
4	11	25	23	-1	-1
4	11	26	0	-1	-1
4	11	27	21	-1	-1
4	11	29	28	-1	-1
4	11	30	10	-1	-1
4	12	0	13	-1	-1
4	12	3	27	-1	-1
4	12	6	4	-1	-1
4	12	10	8	-1	-1
4	12	11	9	-1	-1
4	12	12	26	-1	-1
4	12	14	1	-1	-1
4	12	15	25	-1	-1
4	12	16	29	-1	-1
4	12	21	17	-1	-1
4	12	22	5	-1	-1
4	12	23	20	-1	-1
4	12	24	2	-1	-1
4	12	28	19	-1	-1
4	12	31	30	-1	-1
4	13	1	20	-1	-1
